id,age,gender,email,business_nature,company,position,payment_method,name,targets
221,30,Female,yahoo.com.hk,Insurance,Aia Hong Kong ltd,財富管理經理,A,Ellen___PEZLEY,31354.00;31509.31;31836.97
222,53,Female,yahoo.com.hk,Insurance,AIA insurance,Manager,A,Nancy_muhl,19060.9
223,48,Female,yahoo.com.hk,Insurance,AIA Insurance,Agent,,Effie_helie,66563.68;66768.52;67547.99;66274.72;67349.87
224,41,Male,garytsang.com,Investment / Fund Management,AIA Insurance ,Investment manager,A,Percy___furness,62691.23;62889.40;62375.33
225,29,Male,msn.com,Insurance,aia int'l limited,CS,A,Adolph___kimminau,26576.07;26858.27;26428.14;26902.32
226,27,Male,hotmail.com,Insurance,AIA International,Insurance Agent,A,Maurice___kerne,32227.77
227,26,Male,hotmail.com,Bank / Finance,AIA international ,Wealth management ,A,Cornelius__thomaston,73361.72;72821.05
228,30,Female,gmail.com,Insurance,AIA INTERNATIONAL LIMITED,SENIOR MANAGER,A,sallie_ibarra,37441.59;37686.83;37959.37;38186.96;37332.40
229,29,Male,gmail.com,Insurance,AIA International Limited,Manager,,Felix__folkman,28786.99;28557.51;28193.71
230,23,Female,yahoo.com.hk,Other,AIA International Limited,秘書,A,Nettie_fasheh,19406.68;19397.57;19144.61;19390.76;19658.58
231,28,Male,gmail.com,Insurance,AIA INTERNATIONAL LTD,Wealth Management and Protection,,Reuben__KOERPER,69583.64;68315.97;67723.56
232,33,Male,hotmail.com,Insurance,AIA International ltd,Branch manager ,A,Wallace__jalomo,197095.69;199666.10;198892.80;202149.13;200800.12
233,55,Male,gmail.com,Other,AIA INTERNATIONAL LTD,INS,,Claud___keros,45628.88;46255.45;45723.90
234,47,Male,yahoo.com.hk,Insurance,AIA International Ltd,Sale Manager,A,Roscoe___helfritz,38552.07
235,25,Male,yahoo.com.hk,Insurance,AIA INTERNATIONAL LTD.,Senior manager,,Sylvester__MUHA,45800.19;46088.68;45530.98;45563.90;45754.46
236,40,Male,qq.com,Professional Services / Consultation,AIA/富申果菜,助理分區經理/店員,,Earnest__MUHL,46453.34;45825.48
237,33,Female,outlook.com,Professional Services / Consultation,AIA/進佳運輸有限公司,經理/自顧,A,Lula__AUTOBEE,83322.07
238,42,Female,gmail.com,Other,AIA保險有限公司,SALES,A,Della__TEAFORD,34456.17;34157.18;34422.92
239,24,Male,yahoo.com.hk,Insurance,AIA友邦保險公司,保險分區經理,A,Hiram___kantis,22688.91;22097.37;22483.92;22261.58;22068.66
240,24,Female,yahoo.com.hk,Investment / Fund Management,AID Partners Technology Holdings Ltd,HR & Admin Assistant,A,lizzie___scsarpisnato,18558.56;18451.50;18197.02;18582.80;18661.40
241,33,Male,msn.com,Insurance,AIG,Customer Service officer,A,Otis___cipolone,28311.37
242,22,Male,gmail.com,Other,Aigle,Sales,A,Simon_MUHL,16746.36;17189.86;16999.68
243,35,Male,lifeairiaq.com,Engineering,Air Master International Ltd.,Manager,,Willard_helie,43781.28;43045.72;43635.65;44021.63;43884.79
244,34,Female,yahoo.com.hk,Shipping / Trading,AIR SEA WORLDWIDE,文員,,Flora_kerne,17195.38;16855.36;16945.49
245,26,Male,gmail.com,Advertising / Marketing,Airbnb,Photographer,A,Irvin_LOTHROP,13052.36
246,25,Male,hotmail.com,Other,Airport Authority,Aerodrome Controller Trainee,B,Mark___schrantz,32813.38;33007.92
247,35,Female,sina.com,Transportation,AIT(HKG) LTD,SUPERVISOR,A,Susie__ibarra,29421.03;29728.36;30030.81;29470.27
248,36,Female,hotmail.com,Other,Ajis(Hong Kong)Co. Limited,服務業,A,Maud_muhl,21632.95;21797.87;21595.38;22018.97;21556.09
249,34,Male,gmail.com,Food Services,ajisen ramen,Manager,,jose_kimminau,23993.59;23988.26;24277.86;23988.37
250,28,Male,yahoo.com.hk,Food Services,akari,廚師,A,wilbur___vagt,23911.06
251,27,Male,126.com,Professional Services / Consultation,ALABAR,BARTENDER,,Abraham_THOMASTON,15532.15;15697.10;15751.95;15691.23;15926.40
252,21,Male,hotmail.com,Construction,Albert tse engineering survey ltd,測量,,Virgil_dewulf,23002.95
253,27,Female,yahoo.com.hk,Beauty / Fitness,Alchemy Technology Beauty Ctr,Recetionist,A,Mae__kuroda,16000.82;16106.90;16101.00;15688.92
254,48,Male,hotmail.com,Professional Services / Consultation,Alex Information Limited,Sales Marketing,,Clinton_grindstaff,20479.38
255,32,Female,yahoo.com.hk,Retail / Wholesale,Alexander Stationery Centre ,文員,C,Etta__CZERNIAK,13008.98;12975.14;13145.43;13015.16;12945.54
256,32,Male,gmail.com,Retail / Wholesale,Alfa Pura Limited,Logistic Officer,,elbert__cipolone,11062.38;11320.88;11219.40
257,43,Male,gmail.com,Construction,alfasi constructions Hong Kong,Boilermaker,A,Leslie___FASHAW,46302.35;47398.22;46812.95
258,23,Female,yahoo.com.hk,Retail / Wholesale,Ali's aromatherapy,售貨員,C,harriet___ibarra,11913.27;11832.87
259,23,Male,gmail.com,IT,alive media & communications limited,Programmer,A,Marshall_zmolek,20920.79;21289.74
260,40,Male,gmail.com,Food Services,all happiness limited,副經理,A,owen__whitheld,17463.61;17403.05;17296.41;17462.46;17473.00
261,23,Female,,Other,All The Way Express Limited,Clerk,A,sadie_ledoux,13571.83;13531.06
262,32,Male,hotmail.com,IT,Allegis GP HK Limited,System Manager,,William_dewulf,53966.46;54221.85;52983.82;54306.92
263,35,Female,yahoo.com,Shipping / Trading,Alliance Boots Sourcing (HK) Ltd,Admin Officer,,Caroline__BRITTIN,32008.21
264,42,Male,hotmail.com,Professional Services / Consultation,Alliance Computer Service LTD,遊樂船水手,,Oscar__JALOMO,20132.70;20047.44;19602.35;19668.64
265,38,Male,netvigator.com,Retail / Wholesale,Allianceboots Sourcing Hong Kong Ltd,Senior Network Administrator,A,Wiley___muhl,47785.11;47821.19;47568.22;48150.66;47377.07
266,36,Male,outlook.com,Investment / Fund Management,Allianz Global Investors,Trader,,Anton_muhs,69286.88
267,45,Male,hotmail.com,Real Estate,ALLWAY PROPERTY LTD,Account manager,B,morris___dewulf,31702.24;32226.80
268,40,Female,yahoo.com.hk,Shipping / Trading,Almar Enterprises Co. Ltd ,Secretary ,A,Caroline___kimminau,32031.38;32932.19;32370.34;32444.60
269,38,Male,yahoo.com.hk,Transportation,ALPHA .HK .LTD,司機,,Manuel_BERLANGA,28886.44
270,21,Male,gmail.com,Bank / Finance,Alpha & Leader R&A Management Co Ltd,Risk Management Officer,A,Louis___mugg,20397.88
271,53,Male,yahoo.com.hk,Other,ALSTOM,電器打磨,,Phillip___jalomo,17921.50;17894.27;17705.72;17908.31;17801.76
272,31,Male,hotmail.com,Construction,Altitech ltd,Rope Access Technican,,Augustus___koerper,34646.60;34158.52;34666.72
273,24,Female,gmail.com,Retail / Wholesale,America Eagle Outfitters,Assistant Buyer,A,katie_kerne,20887.04;21290.23;21794.73
274,32,Female,yahoo.com.hk,Hotel / Tourism,American Express ,Senior premier travel executive,,lydia_kerne,33723.63;33100.73;33498.98;33406.55;33183.17
275,36,Female,gmail.com,Bank / Finance,American Express Int'l Inc,Marketing,,Elsie_takala,33898.38;33451.50
276,27,Female,hotmail.com,Construction,American Fire Engineering Company Ltd,文職,,kate__furness,19327.54;18843.10;19214.35;19084.08;19467.88
277,45,Male,gmail.com,Manufacturing,AMERICAN PHIL TEXTILES LIMITED,Production Executive,A,emmett__thierauf,26994.21;27653.18;28249.75;27947.46;27547.12
278,26,Female,yahoo.com.hk,Retail / Wholesale,Amika,Salesperson,A,susan___muhn,19341.41;19121.63;19127.36;19803.47;19516.25
279,31,Female,yahoo.com.hk,Other,AMORE WEDDING PRODUCTION,DIRECTOR,,Mollie__MELGAREJO,43168.96;42507.54
280,22,Female,gmail.com,Bank / Finance,AMP Credit Technologies (H.K.) Limited,Loan Admin Assistant,A,Alma___reutzel,20833.23
281,25,Male,gmail.com,Transportation,Ampang International Limited,Driver,C,Eli___slater,22763.03;22635.01
282,41,Male,hotmail.com,Construction,Ample Construction Company Limited,Financial Manager,A,nicholas_kadner,62220.34;61845.21;59985.69;61253.75
283,37,Male,gmail.com,Hotel / Tourism,amsalem business travel ,travel consultant,A,wilson_araque,20571.45;20079.45;20193.23
284,26,Male,hotmail.com,IT,Amstone Technology Like Limited,Co Founder,A,Jerry___hersberger,29713.61;30096.82;29998.14;30014.82
285,38,Male,yahoo.com.hk,Bank / Finance,AMTD,Driver,A,Alva_isam,25279.56;25699.79;25203.15;25707.96;25063.99
286,29,Male,gmail.com,Investment / Fund Management,AMTD Financial Planning Ltd,Oficce Assistant,,harley__kerne,14162.65;14277.20;14384.74;14068.72;14174.62
287,22,Male,hotmail.com,Food Services,amuse bouche,廚師,C,Newton__muha,14882.16
288,52,Male,sina.com,Construction,ANDERSON CONCRETE LTD,混凝土車司機,,timothy_berlanga,58351.48;58747.80;58932.57;57519.70;57526.17
289,58,Male,ymail.com,Accounting,Andes Glacier CPA Limited,Audit Manager,A,Marvin__muhl,36748.16;36118.37;36190.82;36400.86;37316.22
290,24,Male,hotmail.com,Legal Services,Andrew Chan & Co,Legal clerk,C,Ross___jalomo,21041.54;21376.75;21385.24;21166.44
291,42,Female,yahoo.com.hk,Beauty / Fitness,Ands Beauty (HK) Limited ,美容師,B,Addie_koerper,14355.95;13897.31;13864.00;14104.42;14051.38
292,38,Female,yahoo.com,Retail / Wholesale,ANGEL BOUTIQUE,SALES,B,Georgia___PANORA,20516.82;21093.37;20580.33;20980.40;21088.37
293,29,,msn.com,Food Services,Angliss Hong Kong Food Service Limited,Sales Executive,,Curtis_reutzel,19047.45;18891.96
294,37,Male,outlook.com,Transportation,Angliss Hong Kong Food Service Limited,搬運工人,A,Edmund__THOMASTON,23136.25;22634.31;22993.89;22805.60;23101.49
295,28,Male,hotmail.com,Shipping / Trading,Anglo-Eastern Ship Management Ltd,Assistant Fleet Personnel Officer,,Jeff_eppes,16543.94;16274.75;16414.60;16230.03
296,24,Female,gmail.com,Insurance,Angus Moore Wealth Management,Operation,A,Eliza__HEENAN,20366.56;20447.91;20707.04;20354.19;20425.97
297,21,Female,hotmail.com,Medical Services,Animal Kingdom Veterinary Hospital,Nurse,,Lulu__helfritz,13947.43;14057.58
298,30,,hotmail.com,Other,Animals Asia Foundation,Marketing Manger,,Nannie__melgarejo,23480.19
299,30,Male,gmail.com,Shipping / Trading,Anita's Textiles Ltd.,Marketing Manager,A,Elias_ibarra,39874.32;39976.92;40472.12
300,25,Female,hotmail.com,Food Services,Annam restaurant (festival walk),Supervisor,A,Lottie___koerper,27800.65;28015.20
301,34,Female,yahoo.com.hk,Retail / Wholesale,Anpra Cosmetics & Co,Sales Executive,,Amanda___KERNE,29158.48;29394.96;28494.54
302,26,Female,hotmail.com,Legal Services,Anthony Sin & Co,Legal Executive,,Belle_mugg,18778.97;18844.60;18960.92
303,27,Male,gmail.com,Engineering,Anway Engineering Company Limited,Sales Engineer,,Philip___bloeser,21925.60;22398.27;21517.64
304,21,Male,yahoo.com.hk,IT,Anway Limited,System Support Technician,A,Harrison___KOERPER,16363.37;16398.74
305,31,Male,yahoo.com.hk,Bank / Finance,ANZ Bank,Business Devolopment,,Stanley__lothrop,53713.27;54678.20
306,22,Female,hotmail.com,Insurance,AON HK Ltd,Claims Assistant,,Charlotte___jeannette,16729.82
307,27,Male,hotmail.com,Insurance,Aon Hong Kong Ltd,Under Writer,,Columbus___slates,15775.04;15771.04
308,58,Male,yahoo.com,Other,APAC Resources Limited,driver,A,Lon_serapion,26939.50;26510.56;26616.64;26492.85
309,25,Male,gmail.com,Retail / Wholesale,apennine holdings limited( florence boutique),senior sales,A,Ora__MCELHENNEY,17961.05;18214.69
310,55,Female,yahoo.com.hk,Professional Services / Consultation,APEX CORPORATE SERVICES LIMITED,文員,,Rebecca__cerino,12970.79;12850.69;12705.84;12913.86;12986.78
311,32,Male,gmail.com,Shipping / Trading,Apex Precision Ltd,Purchasing officer,C,Ollie___SERAPION,28080.92;28086.54;28742.18;27892.24
312,21,Male,yahoo.com.hk,Food Services,Apinara,Captain ,A,Russell__muhl,18547.45;18424.78
313,48,Male,ymail.com,Retail / Wholesale,APOWER HOLDINGS LTD.,Senior Account Manager,,Pearl_SLATEN,18204.88;18639.45;18459.83;18125.50
314,47,Female,yahoo.com.hk,Professional Services / Consultation,APPAREL GROUP (HONG KONG)LTD,會計,A,RUTH_ARAQUE,29238.14;29351.32
315,23,,yahoo.com,Other,Appco International ltd,Mangement traniee,,Viola___koerper,14435.88
316,27,Male,yahoo.com.hk,Retail / Wholesale,Apple,Customer Service,A,Solomon__kantis,25198.94;26103.12;25388.93;25653.28;25345.77
317,32,Male,gmail.com,Other,APPLE,IT,A,Arch_burmeister,31097.25;31358.27;30577.25;31624.40;30894.83
318,34,Male,yahoo.com.hk,IT,Apple .inc,Service specialist,A,Philip_kuroda,29145.96;29768.97;29693.77;29553.31
319,29,Male,gmail.com,Retail / Wholesale,Apple Aisa Ltd,Sale,,Asa_koerper,28098.34;27471.56
320,25,Female,gmail.com,Retail / Wholesale,Apple Asia Limited,Sales,A,olive__wilging,28666.83
321,41,Female,gmail.com,Retail / Wholesale,Apple Asia Limited,Specialist,A,Amelia_stanert,35259.66
322,28,Male,hotmail.com,IT,Apple Asia Limited,HR Admin,A,Clayton_JALOMO,27021.60;26754.29;27151.15;27710.72;26758.30
323,32,Male,gmail.com,IT,Apple Asia Limited,Specialist,A,Enoch_MELGAREJO,29799.38;29336.24;29783.53;29662.91
324,33,Male,yahoo.com.hk,Communications,Apple Asia limited,Specialists ,A,Irving_muhl,31480.24;31291.32;31685.54;31056.66
325,31,Male,gmail.com,Retail / Wholesale,Apple Asia Limited,Technician,A,Mathew___ibarra,39817.91;39548.99;39911.05;39472.84;39835.27
326,24,Female,gmail.com,Retail / Wholesale,Apple Asia Ltd,Sales,A,Hannah_lastrapes,24686.27;24845.79;24794.71;24879.24
327,27,Female,gmail.com,Retail / Wholesale,Apple Asia Ltd,Admin,A,Jane__helfritz,30355.47;29917.47
328,32,Male,gmail.com,Other,APPLE ASIA LTD,經理,,Nathaniel__CZERNIAK,58766.41;59411.80;59683.47;58146.20;58470.62
329,34,Male,gmail.com,Retail / Wholesale,Apple Asia Ltd,Specialist,A,Scott__serapion,33720.67
330,36,Male,live.hk,Retail / Wholesale,APPLE ASIA LTD,Sales,A,Hubert_koerper,33225.54;32995.08
331,28,Female,gmail.com,Retail / Wholesale,"Apple Asia Ltd,.",Sales,A,Virginia__holstad,32354.53;33396.77;33207.92
332,40,Male,yahoo.com.hk,Entertainment / Media,Apple Daily,記者,,Fred_kuroda,25764.43;25803.66
333,34,Male,yahoo.com.hk,Food Services,Apple Green,侍應,A,Lemuel__thomaston,24468.38;24337.90;24322.98;24320.62
334,31,Male,gmail.com,Retail / Wholesale,Apple Hong Kong,Salesman,A,Andy_wilging,45890.55;45755.57;45952.17;46780.59
335,21,Male,yahoo.com.hk,IT,Apple inc.,銷售員,,ellis___kerne,24794.08;25052.44;25162.71;24970.91
336,31,Male,gmail.com,IT,Apple Inc.,Sales,,Emanuel___schrantz,32704.44;32645.67
337,29,Male,gmail.com,Retail / Wholesale,Apple Inc.,Specialist,A,Joshua_kantis,25994.16;26562.91;26328.75;26914.08
338,38,Male,gmail.com,Retail / Wholesale,Apple Inc.,Sales,A,Millard___melgarejo,24035.40;23760.21;23802.00;24247.41;23927.15
339,27,Male,hotmail.com,Retail / Wholesale,Apple Inc.,Retail sales,A,Vernon_koerper,28342.30;29027.73
340,38,Female,gmail.com,Retail / Wholesale,Apple Inc.,Sale,,Emily_kimminau,36910.49;36485.45
341,37,Male,yahoo.com,Other,APPLE PAILY PRINTING LTD,TECHNICIAN,A,Wade___jeannette,22672.75;22607.99;22626.81;22994.08
342,34,Male,gmail.com,Retail / Wholesale,apple.ltd,specialist,A,Cyrus_grindstaff,27842.56;27648.89;27731.50;27746.71
343,38,Male,gmail.com,Entertainment / Media,appledaily,online editor,A,miles__thomaston,21922.46;21983.17;22174.06;22214.99
344,25,Male,hotmail.com,Food Services,Applegreen,Senior assistant kitchen manager,A,Rudolph_mcelhenney,23205.90;23289.74;23594.22;22908.41;23482.79
345,23,,,Entertainment / Media,apply daily limited,web editor,A,matilda___muhr,15974.26;16080.31
346,52,Male,catchwater.com,Professional Services / Consultation,Appnovation,Senior  Project Manager,A,Sherman___FLUCAS,144616.65
347,26,Male,gmail.com,IT,AppZolute Limited,Project Director,,Austin_bohmker,19051.71;18784.86;19055.83;18732.52
348,27,Male,yahoo.com.hk,IT,Apsis Asia,It ,A,Bill___muir,42222.14;42821.21;43219.58;42288.18
349,39,Male,gmail.com,IT,APSIS ASIA LIMITED,Customer Development Manager,,Chas__LOTHROP,48816.32;48037.00;48055.50;47915.50;49245.38
350,27,Male,gmail.com,Other,aqua,cashier,A,Lonnie__laeger,19616.95;19512.92
351,27,Female,gmail.com,Retail / Wholesale,AQUAMARINE LIMITED,SALES,B,Irene___CIPOLONE,16842.84;16824.40;16892.79
352,36,Male,yahoo.com.hk,Shipping / Trading,Aramex,Customer Service Advisor,A,Monroe__kerne,19611.93;19677.67;19548.10;19842.49;19730.18
353,27,Female,live.com,Advertising / Marketing,"Arcon Marketing Exhibition, Ltd",Designer,A,Kathryn_pezley,15830.1
354,43,Male,yahoo.com.hk,Manufacturing,areoprint,技工,A,byron_trumbull,28181.86
355,26,Male,gmail.com,IT,Aresgames HK,Programmer,,Edd___treutel,21407.27;21769.72
356,25,Male,yahoo.com.hk,Management / Human Resource,Argent Software,Senior Accounts Manager,A,Emery_fentress,14574
357,48,Male,gmail.com,Management / Human Resource,Aria,Asc,A,Grant_holster,33562.61
358,31,Male,gmail.com,IT,Arinc Managed Services( pacrim recruiters) ,IT,C,jerome__furness,21908.62
359,39,Male,gmail.com,Transportation,Arrow Asia Co. ,倉務員,,Max_muhl,17344.92;17666.69;17651.66;17849.09;17288.75
360,40,Male,arrowasia.com,Other,ARROW ASIA PAC LTD,SYSTEM ANALYST,A,mose__helie,29785.21;29370.57;29930.62;29670.26;29659.52
361,40,Male,gmail.com,Shipping / Trading,"Arrow Electronics, Inc.",Warehouse supervisor,A,Steve__helie,22606.81;22826.62;22425.31;22433.69
362,33,Male,gmail.com,Communications,ARS Telcom Ltd,工程師,,Gordon__helfritz,18012.17;18201.29;17846.53;18000.18;17271.87
363,22,Female,gmail.com,Investment / Fund Management,Art Futures Group,Marketing Assistant,C,Esther__CIPOLONE,11540.92
364,35,Male,gmail.com,Beauty / Fitness,Art life ,Hair ,A,Abe__kantis,27325.23;27151.84;27571.69
365,29,Female,gmail.com,Accounting,Art Strong Limited,Business Manager,,Willie__koerper,43447.41;43631.15;44054.25;44170.35
366,49,Female,gmail.com,Retail / Wholesale,Art's Florist,自僱,B,Henrietta___kerne,18711.39
367,24,Female,gmail.com,Retail / Wholesale,ARTĒ ,Sale,,Ollie___HELIE,20031.81;20316.31;20585.18;20531.54;20764.70
368,26,Female,yahoo.com.hk,Engineering,Artesgn Emdessed Techologics,Engineer Conrdin ator,A,Amy__lothrop,20606.87;20645.13
369,42,Male,hotmail.com,Manufacturing,Artesyn Technogoies Ltd,Engineering Manager,,Louis__STOUTAMIRE,65778.09;66649.90;66394.49
370,29,Female,icloud.com,Decoration / Design,ARTISTIC FURNITURE,室內設計師,B,Rachel__autobee,17517.32;17402.85;17681.57;17847.44
371,24,Female,hotmail.com,Education,arts plus,teacher,,sara__koerper,18893.47;18911.08;18951.95
372,41,Female,yahoo.com.hk,Social Services,Arts with the Disabled Association Hong Kong,Deputy Executive Director,,Estella__araque,54810.33;54986.26;55122.84;55949.28
373,24,Female,gmail.com,Decoration / Design,Artta Concept Studio,3D Designer,C,Theresa___wilging,21472.33
374,43,Male,yahoo.com.hk,Other,arvato digital services ltd,prduction,,ora__melgarejo,14959.40;14789.36;14719.35;14838.80
375,37,Male,gmail.com,Shipping / Trading,AS Far East Ltd.,Evaluation Engineer,A,Pete__MELGAREJO,35475.85;36293.05;35642.45
376,46,Male,yahoo.com.hk,Retail / Wholesale,AS WATSON,ANALYST,,Chris_holster,46278.02;47378.34;47233.96;46507.91
377,54,Male,asw.com.hk,Retail / Wholesale,AS Watson & Co Ltd,Director,A,Clark___britton,171119.62;170893.94;172149.70;173101.24
378,22,Male,gmail.com,Food Services,Asabu sabo,主廚,A,Gustave__eppes,21157.24;20596.17;20656.14
379,22,Male,hotmail.com,Professional Services / Consultation,asana,wellness planer,,harold_hadden,11363.76;11470.45;11565.36;11453.97
380,37,Male,gmail.com,Shipping / Trading,Ascent Trade Development Limited,Manager,,Orville__mansel,71857.52;70689.07;71403.96;71513.77;71470.17
381,42,Male,yahoo.com.hk,Bank / Finance,Asia Capital Advance Hong Kong Limited,Sales manager ,A,Lorenzo___ferkel,29332.11;28650.08
382,28,Female,yahoo.com.hk,Food Services,Asia charter ltd,waitress,C,augusta__muhl,23010.48;22925.47
383,52,Male,yahoo.com.hk,Advertising / Marketing,Asia Fortune Media Group Ltd.,CEO,,Bruce__mudd,83727.8
384,23,Female,msn.com,Insurance,Asia Insurance Co Ltd,Clerk,,Ora_ledoux,17923.34;17613.70;18008.02
385,36,Male,yahoo.com.hk,Manufacturing,Asia Minerals Ltd. ,"Assistant Manager, Commerce",,Marcus__everly,32699.30;33107.01
386,33,Female,hotmail.com,Entertainment / Media,Asia One Printing Limited,Executive,A,Pauline__blakelock,20198.10;20426.54
